Year ,track,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1960's,Niepotrzebna podróż,Wanda Warska,0.443,0.359,-13.26,0.0489,0.826,0,0.137,0.487,75.733
1960's,Steel Rail Blues,Gordon Lightfoot,0.616,0.323,-12.569,0.0335,0.894,0.00209,0.115,0.67,87.861
1960's,School Is In,Gary U.S. Bonds,0.493,0.796,-7.391,0.0845,0.443,0,0.495,0.716,162.193
1960's,Nueva Vida,Tito Puente,0.445,0.333,-8.364,0.0311,0.792,0,0.153,0.227,81.108
1960's,Long Live Love,Sandie Shaw,0.534,0.468,-8.76,0.0571,0.599,0,0.237,0.898,151.58
1960's,Blue Moon,The Marcels,0.621,0.43,-11.163,0.0343,0.69,0,0.075,0.938,127.74
1960's,"La fille du régiment / Act 2: Oui! Quand le destin, au milieu de la guerre, enfant, me jeta dans leurs bras",Gaetano Donizetti,0.362,0.151,-17.02,0.0599,0.983,0.000577,0.088,0.0509,130.047
1960's,Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.0363,0.643,0,0.0652,0.806,119.705
1960's,Mr. Custer,Larry Verne,0.697,0.697,-4.863,0.0537,0.707,8.72e-05,0.156,0.582,108.5
1960's,I Can Remember,James & Bobby Purify,0.357,0.341,-8.789,0.0302,0.763,0,0.121,0.379,87.432
1960's,Love Bones,Johnnie Taylor,0.505,0.338,-17.295,0.0539,0.723,2.68e-05,0.0635,0.942,207.552
1960's,When I Fall In Love,The Lettermen,0.283,0.274,-12.292,0.0295,0.949,0.00159,0.0915,0.213,102.786
1960's,"Symphony No. 36 in C Major, K. 425 ""Linz"": IV. Presto",Wolfgang Amadeus Mozart,0.298,0.209,-15.301,0.0343,0.892,0.921,0.198,0.343,81.843
1960's,These Are Not My People,Johnny Rivers,0.542,0.637,-11.418,0.0297,0.552,1.52e-06,0.17,0.965,148.72
1960's,Inthalo Yemojarigindi,P. Susheela,0.495,0.621,-4.362,0.0436,0.972,0.00015,0.356,0.617,79.881
1960's,Blue Angel,Roy Orbison,0.473,0.557,-7.124,0.0249,0.456,0.0994,0.251,0.672,104.84
1960's,Girl Don't Come,Sandie Shaw,0.429,0.312,-9.376,0.0314,0.698,0,0.121,0.649,77.051
1960's,The Loco-Motion,Little Eva,0.636,0.893,-6.311,0.047,0.674,0.00143,0.176,0.887,129.664
1960's,Come Back,Jimmy Clanton,0.423,0.309,-9.53,0.0263,0.623,7.98e-06,0.0497,0.288,103.079
1960's,You Threw A Lucky Punch,Gene Chandler,0.748,0.431,-10.563,0.0368,0.751,0,0.287,0.932,113.379
1960's,Overture,Jerry Goldsmith,0.199,0.117,-17.029,0.0327,0.92,0.488,0.0982,0.0704,80.633
1960's,Swingin' Gently,Earl Grant,0.647,0.529,-10.92,0.0292,0.714,0.649,0.0806,0.903,102.213
1960's,Pachanga En Navidad,La Sonora Matancera,0.549,0.766,-4.725,0.0623,0.713,0.000162,0.0446,0.955,135.203
1960's,Gesang zur Dämmerung,Klaus Schulze,0.214,0.188,-22.039,0.0402,0.935,0.928,0.0994,0.027,166.058
1960's,Spanish Harlem,Ben E. King,0.608,0.594,-11.86,0.0435,0.32,4.75e-05,0.129,0.789,125.166
1960's,Your Good Thing (Is About To End),Mable John,0.639,0.23,-12.466,0.0422,0.745,0.000216,0.105,0.268,133.493
1960's,Campanas Del Olvido,Vicente Fernández,0.441,0.327,-7.088,0.028,0.751,8.09e-05,0.157,0.728,101.352
1960's,"Nutcracker Suite, Op. 71a: Danse Russe - Trépak (Russian Dance). Tempo di trepak, molto vivace",Pyotr Ilyich Tchaikovsky,0.472,0.0552,-31.676,0.0321,0.915,0.944,0.353,0.108,129.602
1960's,The World We Knew (Over And Over),Frank Sinatra,0.337,0.419,-12.212,0.0297,0.755,3.43e-05,0.156,0.492,92.815
1960's,Olvídame,Tito Rodriguez,0.366,0.39,-13.176,0.0299,0.757,2.55e-05,0.176,0.565,93.859
1960's,My Home Town,Paul Anka,0.79,0.514,-10.743,0.0362,0.223,0,0.14,0.962,117.022
1960's,The Boll Weevil Song,Brook Benton,0.716,0.34,-17.01,0.0585,0.248,2.89e-06,0.309,0.661,133.337
1960's,Sharing You,Mitty Collier,0.298,0.484,-7.979,0.0626,0.544,0,0.321,0.619,178.91
1960's,"La Traviata - Opera in three acts (1992 Digital Remaster), Act III: Prelude",Giuseppe Verdi,0.116,0.0304,-26.245,0.0447,0.854,0.562,0.622,0.0322,80.186
1960's,Libra,Max Roach,0.44,0.677,-10.694,0.263,0.125,0.00428,0.343,0.687,145.782
1960's,Glory Of Love,Otis Redding,0.635,0.18,-13.843,0.04,0.733,1.79e-06,0.19,0.528,73.006
1960's,Just As Much As Ever,Bobby Vinton,0.442,0.112,-15.924,0.0298,0.883,0,0.138,0.333,85.01
1960's,Let Me Be The Man My Daddy Was,The Chi-lites,0.512,0.359,-14.162,0.0241,0.742,0.00382,0.399,0.598,89.121
1960's,No Juegue Con El Diablo,Tito Puente,0.648,0.723,-6.521,0.0497,0.38,0.00063,0.0981,0.878,98.585
1960's,Me Está Doliendo...Su Ausencia,Javier Solís,0.399,0.262,-10.71,0.0301,0.773,4.53e-06,0.119,0.581,99.288
1960's,(You Make Me Feel) So Good,The McCoys,0.798,0.647,-10.997,0.0459,0.0366,0.051,0.168,0.854,111.872
1960's,First Of May,Bee Gees,0.298,0.33,-11.246,0.0344,0.477,0.000132,0.0763,0.271,126.007
1960's,The Last Waltz,Engelbert Humperdinck,0.406,0.441,-11.318,0.0299,0.718,1.71e-06,0.196,0.42,109.099
1960's,Copitas de Mezcal,Irma Serrano,0.677,0.508,-7.998,0.0476,0.864,8.36e-06,0.533,0.933,132.927
1960's,It's Raining Today,Scott Walker,0.205,0.17,-20.692,0.0351,0.335,0.000362,0.361,0.175,126.962
1960's,Renúncia,Nelson Gonçalves,0.41,0.298,-10.279,0.0293,0.761,1.87e-06,0.268,0.393,98.421
1960's,Hello Mary Lou,Ricky Nelson,0.559,0.78,-6.597,0.0328,0.158,6.89e-06,0.0793,0.964,98.661
1960's,Be Anything (But Be Mine),Connie Francis,0.416,0.335,-7.171,0.029,0.72,0,0.111,0.315,84.072
1960's,Brontosaurus Stomp,The Piltdown Men,0.5,0.852,-13.335,0.032,0.717,0.828,0.203,0.609,107.266
1960's,"Goza, Goza Mariposa",Irma Serrano,0.465,0.357,-9.118,0.0591,0.744,0,0.052,0.78,168.881
1960's,Objeto Semi-Identificado,Gilberto Gil,0.414,0.623,-17.217,0.508,0.78,1.34e-06,0.661,0.411,135.053
1960's,Lovey Dovey/You're So Fine,Bunny Sigler,0.623,0.857,-3.436,0.0367,0.148,4.18e-06,0.0976,0.968,138.837
1960's,(The Lights Went Out In) Massachusetts,Bee Gees,0.404,0.498,-8.227,0.0278,0.149,0.00068,0.551,0.381,104.05
1960's,Woman Helping Man,The Vogues,0.212,0.344,-12.77,0.0313,0.603,0,0.293,0.441,175.344
1960's,Las Rejas No Matan,Javier Solís,0.389,0.219,-10.854,0.033,0.959,1.47e-05,0.314,0.483,111.322
1960's,I Never Loved A Man (The Way I Love You),Aretha Franklin,0.657,0.371,-9.186,0.0359,0.367,0.0459,0.157,0.709,134.867
1960's,I Hear You Knocking,Fats Domino,0.469,0.383,-11.105,0.0405,0.642,0,0.251,0.664,98.013
1960's,Tell Me That You Love Me,Fats Domino,0.455,0.815,-9.296,0.0461,0.244,0,0.0582,0.971,97.872
1960's,Don't Bring Me Down,The Pretty Things,0.544,0.682,-9.243,0.0638,0.00322,0.498,0.0931,0.814,98.602
1960's,With These Hands,Tom Jones,0.333,0.307,-22.634,0.0396,0.676,2.15e-05,0.339,0.365,100.906
1960's,Adios Amigo,Jim Reeves,0.463,0.128,-17.919,0.0348,0.904,4.48e-06,0.0945,0.226,79.952
1960's,Delta Lady,Joe Cocker,0.492,0.574,-11.036,0.0514,0.436,0,0.482,0.777,136.094
1960's,Mrs. Robinson,Simon & Garfunkel,0.606,0.457,-14.035,0.0497,0.713,2.53e-05,0.0747,0.813,92.033
1960's,Shake! Shake! Shake!,Jackie Wilson,0.524,0.741,-7.224,0.0562,0.369,2.84e-06,0.302,0.96,100.969
1960's,Tosca (Sung in German): Act III: Cavaradossi verharrt in Gedanken,Giacomo Puccini,0.203,0.084,-29.664,0.044,0.977,0.734,0.0919,0.0347,97.443
1960's,I Wanna Thank You,Bobby Rydell,0.522,0.801,-6.665,0.115,0.265,0,0.346,0.961,163.802
1960's,"Madama Butterfly, Act II: Glielo dirai? (Kate, Suzuki, Butterfly)",Giacomo Puccini,0.384,0.119,-18.576,0.0514,0.964,6.25e-06,0.331,0.0375,60.444
1960's,Full Measure,The Lovin' Spoonful,0.506,0.513,-10.478,0.0298,0.678,0,0.0725,0.704,112.523
1960's,Do You Believe In Magic,The Lovin' Spoonful,0.552,0.742,-7.963,0.0454,0.218,0,0.339,0.751,138.591
1960's,Talk To Me,Sunny & The Sunglows,0.431,0.5,-7.053,0.0318,0.802,9.87e-06,0.34,0.581,123.375
1960's,If A Man Answers,Bobby Darin,0.545,0.712,-6.41,0.0695,0.7,0.0304,0.082,0.899,173.126
1960's,The Great Arrival (Cheganca),Sérgio Mendes,0.599,0.495,-11.356,0.0295,0.414,0.00181,0.0617,0.697,89.328
1960's,Gypsy Love,Silver Apples,0.468,0.947,-6.76,0.104,0.000684,0.000132,0.0608,0.542,124.51
1960's,Call Me Irresponsible,Jack Jones,0.179,0.202,-12.299,0.033,0.959,0.000313,0.082,0.126,85.049
1960's,Cinnamon,Derek,0.604,0.742,-9.503,0.0459,0.0611,6.13e-06,0.259,0.923,163.861
1960's,On Top of Old Smokey,Harry Belafonte,0.584,0.211,-12.06,0.0319,0.689,0,0.087,0.464,102.315
1960's,Look For A Star,Deane Hawley,0.654,0.221,-14.615,0.0339,0.883,0.00249,0.0946,0.684,105.345
1960's,Are You There (With Another Girl),Dionne Warwick,0.711,0.34,-15.446,0.0411,0.746,0.000758,0.214,0.664,120.818
1960's,Jules et Thérèse,Georges Delerue,0.431,0.16,-9.242,0.0351,0.958,0.721,0.259,0.185,144.208
1960's,I Really Love You,The Stereos,0.8,0.503,-10.864,0.0646,0.665,1.82e-05,0.0564,0.964,133.269
1960's,He's My Guy,Irma Thomas,0.409,0.555,-9.394,0.0285,0.704,2.24e-06,0.0953,0.71,104.598
1960's,No Me Quieras Tanto,Chucho Avellanet,0.182,0.379,-9.356,0.0321,0.812,0,0.644,0.363,170.953
1960's,Rhythm Of The Rain,The Cascades,0.659,0.66,-8.337,0.0441,0.627,0.000217,0.136,0.672,116.634
1960's,Ooh Baby,Deon Jackson,0.473,0.494,-9.134,0.0399,0.206,0.000103,0.361,0.332,116.657
1960's,Kannadi Paatthiratthil,P. Susheela,0.446,0.303,-12.59,0.0446,0.741,0.000444,0.154,0.803,104.676
1960's,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato - Remastered",Edvard Grieg,0.286,0.0895,-21.085,0.0394,0.973,0.889,0.0801,0.0399,81.633
1960's,Only A Fool Breaks His Own Heart,Mighty Sparrow,0.429,0.327,-13.525,0.0346,0.733,0.00429,0.129,0.475,83.751
1960's,Nadine (Is It You?),Chuck Berry,0.712,0.771,-8.83,0.0449,0.723,1.53e-05,0.116,0.959,140.692
1960's,Danse Mounia,André Hossein,0.443,0.92,-3.794,0.057,0.864,0.573,0.23,0.736,132.578
1960's,I Was Such A Fool (To Fall In Love With You),The Flamingos,0.36,0.391,-12.613,0.0313,0.835,0,0.0847,0.224,99.076
1960's,Our Love Is Here To Stay,Dinah Washington,0.412,0.112,-14.568,0.047,0.915,5.79e-05,0.114,0.198,118.653
1960's,On the Que-Tee,Freddie Hubbard,0.528,0.403,-13.416,0.0515,0.678,0.61,0.257,0.54,121.742
1960's,O Circo,Nara Leão,0.512,0.331,-11.183,0.0771,0.678,0,0.295,0.723,163.966
1960's,"La Traviata - Opera in three acts (1992 Digital Remaster), Act II: Ogni suo aver tal femmina",Giuseppe Verdi,0.438,0.231,-15.874,0.0733,0.973,0.0103,0.656,0.579,112.318
1960's,"Tosca (Sung in German): Act I: So also war es - Mario?! Mario?! (Scarpia, Tosca, Messner)",Giacomo Puccini,0.41,0.18,-16.56,0.057,0.983,0.000733,0.142,0.221,105.877
1960's,The Father Of Girls,Perry Como,0.157,0.146,-15.674,0.0364,0.891,0.00526,0.156,0.159,79.469
1960's,Para la Libertad,Joan Manuel Serrat,0.469,0.651,-5.37,0.0408,0.229,0,0.0994,0.844,126.071
1960's,Que Nem Giló,Carmelia Alves,0.525,0.81,-6.813,0.0343,0.668,2.22e-05,0.57,0.82,114.223
1960's,Diguem No - En Directe,Raimon,0.481,0.261,-13.596,0.0665,0.921,1.33e-05,0.673,0.364,125.278
1960's,"Winkin', Blinkin' And Nod",The Simon Sisters,0.757,0.44,-10.661,0.0358,0.798,0,0.113,0.638,100.882
1960's,Perdon,Vicente Fernández,0.477,0.512,-5.737,0.0253,0.681,0.000538,0.258,0.749,102.48
1960's,Dunce Songs,Mark Van Doren,0.703,0.072,-22.476,0.826,0.838,6.25e-05,0.134,0.527,74.474
1960's,God Only Knows,The Beach Boys,0.521,0.487,-7.525,0.0299,0.253,0,0.0579,0.483,117.072
1960's,There Never Was A Time,Jeannie C. Riley,0.581,0.345,-9.795,0.0754,0.7,0,0.406,0.922,176.107
1960's,"Un poison violent, c'est ça l'amour",Serge Gainsbourg,0.622,0.791,-7.814,0.0603,0.17,5.33e-05,0.264,0.771,114.4
1960's,Black Trombone,Serge Gainsbourg,0.671,0.353,-14.028,0.0472,0.546,3.45e-06,0.107,0.31,126.655
1960's,Conscience,James Darren,0.534,0.712,-7.476,0.0837,0.513,0,0.367,0.947,129.136
1960's,Here I Am Baby,The Marvelettes,0.661,0.651,-8.322,0.0377,0.201,0,0.231,0.676,97.351
1960's,Wish You Didn't Have To Go,James & Bobby Purify,0.764,0.509,-7.566,0.0369,0.401,0,0.157,0.868,118.139
1960's,Wendy,The Beach Boys,0.491,0.531,-8.18,0.0369,0.183,0,0.182,0.469,137.285
1960's,Barbara Ann,The Beach Boys,0.581,0.669,-3.659,0.0385,0.19,0,0.243,0.926,78.073
1960's,Guitarra Romana,Eydie Gormé,0.569,0.385,-12.237,0.0342,0.81,1.06e-06,0.326,0.782,110.662
1960's,Honolulu Lulu,Jan & Dean,0.512,0.813,-12.533,0.0444,0.463,0.00143,0.0767,0.9,153.751
1960's,Out Of This World,John Coltrane Quartet,0.366,0.685,-7.928,0.0478,0.803,3.42e-05,0.233,0.515,93.018
1960's,Macaco De Cheiro,Marinês E Sua Gente,0.558,0.931,-7.972,0.0573,0.382,0,0.117,0.925,180.444
1960's,Seagreen Serenades,Silver Apples,0.393,0.641,-9.589,0.0473,0.348,1.7e-05,0.287,0.782,125.005
1960's,My Whole World Ended (The Moment You Left Me),David Ruffin,0.567,0.667,-9.419,0.0411,0.00632,0,0.0306,0.849,110.152
1960's,Honey (I Miss You),O.C. Smith,0.439,0.408,-13.548,0.0326,0.791,9.8e-06,0.331,0.426,100.957
1960's,Three Steps From The Altar,Shep And The Limelites,0.422,0.196,-12.089,0.0359,0.872,1.16e-06,0.118,0.393,186.882
1960's,Hello Pretty Girl,Ronnie Dove,0.604,0.547,-9.305,0.0318,0.734,0,0.0952,0.961,125.148
1960's,Pizzicato Rockalong,Johnny Hawksworth,0.679,0.603,-10.532,0.0337,0.000939,0.623,0.0617,0.829,133.725
1960's,"Carmen: Act III - ""Mische, hebe, weissagen wir!""",Leipzig Radio Symphony Orchestra,0.456,0.093,-21.227,0.0603,0.976,0,0.0993,0.0722,129.043
1960's,Todas As Mulheres do Mundo,Erasmo Carlos,0.576,0.177,-18.29,0.0362,0.307,0.0215,0.115,0.564,94.239
1960's,For Me Formidable,Charles Aznavour,0.5,0.391,-6.451,0.0335,0.743,0,0.0847,0.539,139.972
1960's,245,Georges Arvanitas,0.361,0.35,-10.755,0.0356,0.918,0.891,0.105,0.29,61.126
1960's,Carmem,Nelson Gonçalves,0.566,0.405,-10.516,0.0626,0.866,0,0.47,0.657,121.11
1960's,L'eclisse 10,Giovanni Fusco,0.307,0.000628,-14.298,0.0754,0.983,0.776,0.112,0.212,46.315
1960's,Falling,Roy Orbison,0.472,0.48,-8.953,0.0283,0.233,0.00186,0.0881,0.419,111.43
1960's,Mariposa Fugaz,La Sonora Santanera,0.747,0.341,-7.673,0.0426,0.657,0.000191,0.32,0.515,106.518
1960's,Gone Are My Children (Baile Banake),Harry Belafonte,0.576,0.195,-20.009,0.0377,0.958,0.000115,0.104,0.595,77.834
1960's,Positively 4th Street,Bob Dylan,0.556,0.463,-10.79,0.0268,0.817,0,0.116,0.764,109.586
1960's,Talking About My Baby,The Impressions,0.62,0.536,-6.966,0.0746,0.573,0,0.0785,0.694,130.556
1960's,Parabola,Joan Manuel Serrat,0.521,0.646,-5.105,0.0317,0.505,0,0.102,0.491,120.638
1960's,Main Title,Michel Legrand,0.315,0.63,-10.128,0.0419,0.705,0.762,0.434,0.628,107.436
1960's,Shake 'Em On Down,Bukka White,0.553,0.278,-10.679,0.0432,0.798,2.14e-05,0.336,0.724,130.306
1960's,Twistin' U.S.A.,Danny & The Juniors,0.502,0.571,-8.995,0.0297,0.571,0,0.103,0.963,160.967
1960's,Cherry,The Tennors,0.785,0.455,-10.884,0.0354,0.115,8.94e-05,0.315,0.965,136.151
1960's,Baby Let's Wait,The Royal Guardsmen,0.317,0.337,-11.311,0.0293,0.7,4.33e-05,0.134,0.394,83.267
1960's,"Madama Butterfly (1986 - Remaster), Act I: Questa è la cameriera (Goro/Pinkerton/Suzuki/Sharpless)",Giacomo Puccini,0.387,0.172,-18.885,0.0562,0.961,3.23e-05,0.292,0.346,97.807
1960's,Shake Sherry,The Contours,0.708,0.832,-2.993,0.0325,0.559,0.000149,0.411,0.936,120.749
1960's,Duchess,Scott Walker,0.311,0.209,-20.169,0.0414,0.782,0.000993,0.139,0.422,127.78
1960's,Kay,"John Wesley Ryles, I",0.526,0.216,-15.7,0.038,0.675,0,0.122,0.581,96.663
1960's,Priscilla,Soft Machine,0.354,0.331,-16.891,0.0298,0.408,0.92,0.234,0.3,129.008
1960's,Mashed Potato Time,Dee Dee Sharp,0.674,0.473,-7.193,0.0362,0.0705,4.79e-05,0.0593,0.847,125.046
1960's,Baudelaire - Sur Un Poème De Charles Beaudelaire,Serge Gainsbourg,0.53,0.483,-15.028,0.137,0.716,0,0.13,0.966,79.8
1960's,Toca Madera,Joan Manuel Serrat,0.619,0.737,-4.96,0.102,0.293,0,0.0775,0.609,99.074
1960's,Locking Up My Heart,The Marvelettes,0.586,0.698,-8.472,0.0453,0.652,0,0.617,0.89,123.911
1960's,Itty Bitty Pieces,James Ray,0.697,0.413,-8.897,0.0342,0.657,0,0.143,0.756,108.191
1960's,La Plongée,François de Roubaix,0.196,0.142,-17.129,0.0313,0.948,0.0923,0.101,0.0666,178.867
1960's,La belle putain,Michel Legrand,0.598,0.543,-10.944,0.0331,0.576,0,0.0459,0.934,128.44
1960's,Mi Corazón Canta (All of a Sudden) [My Heart Sings],Enrique Guzman,0.326,0.474,-8.073,0.0299,0.762,0,0.509,0.345,83.656
1960's,Puerto Triste,Javier Solís,0.373,0.434,-7.782,0.0283,0.717,0.000395,0.127,0.65,109.889
1960's,"It Ain't Me, Babe",Johnny Cash,0.633,0.588,-6.595,0.03,0.277,0,0.165,0.624,105.646
1960's,Alma Rota,Vicente Fernández,0.664,0.161,-12.471,0.0489,0.83,0.0208,0.122,0.755,102.025
1960's,A World Without Love,Bobby Rydell,0.571,0.775,-6.692,0.0356,0.298,0,0.231,0.947,128.438
1960's,My Soul's Been Anchored in de Lord,Traditional,0.511,0.151,-14.874,0.0447,0.992,0,0.275,0.427,103.533
1960's,Final - Alternate Version,Piero Piccioni,0.493,0.39,-13.721,0.0342,0.61,0.987,0.166,0.45,121.884
1960's,"The Young Person's Guide to the Orchestra, Op. 34 (Variations and Fugue on a Theme of Purcell): Theme B. ?",Benjamin Britten,0.446,0.0921,-23.974,0.183,0.983,0.00171,0.344,0.48,130.789
1960's,Love Me Do,The Beatles,0.52,0.829,-6.228,0.0806,0.386,6.2e-05,0.227,0.744,147.997
1960's,Jackie (La chanson de Jacky),Mort Shuman,0.537,0.471,-10.27,0.0766,0.802,0,0.197,0.772,137.954
1960's,Tonight I'll Be Staying Here With You,Bob Dylan,0.583,0.38,-17.607,0.0482,0.376,0.00685,0.0676,0.529,81.892
1960's,Les tournesols,Vladimir Cosma,0.22,0.247,-14.82,0.034,0.89,0.643,0.149,0.119,98.794
1960's,If You Gotta Make A Fool Of Somebody,Maxine Brown,0.517,0.643,-6.012,0.0287,0.0188,0.00241,0.214,0.46,128.359
1960's,"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act II: Qua la mano, giovinotto",Gaetano Donizetti,0.507,0.257,-16.223,0.0736,0.981,3.42e-05,0.151,0.478,89.119
1960's,Kolderkat,Elly Nieman,0.526,0.437,-7.559,0.0403,0.782,0,0.113,0.743,104.142
1960's,Gather Your Dreams,Michel Legrand,0.132,0.201,-20.392,0.0331,0.897,0.986,0.102,0.0442,65.145
1960's,Mulatu,Mulatu Astatke,0.463,0.406,-15.143,0.0602,0.508,0.182,0.128,0.722,155.862
1960's,Main Theme In Jazz,Michel Legrand,0.527,0.276,-17.337,0.0356,0.895,0.119,0.121,0.502,120.463
1960's,I Couldn't Get High,The Fugs,0.638,0.679,-10.701,0.0282,0.523,0,0.136,0.965,130.308
1960's,Five O'Clock World,The Vogues,0.497,0.768,-6.498,0.0361,0.588,0,0.151,0.874,126.763
1960's,Sleeping In A Jar,Frank Zappa,0.323,0.695,-11.953,0.0647,0.0501,0.219,0.204,0.633,175.488
1960's,¿Quién Será?,La Sonora Matancera,0.746,0.361,-8.576,0.0551,0.571,0,0.0729,0.801,125.317
1960's,In Momentum,Johnny Hawksworth,0.462,0.727,-9.678,0.0422,0.667,0.729,0.0901,0.801,141.52
1960's,Retozón,Celia Cruz,0.647,0.601,-8.988,0.0538,0.911,0.0772,0.211,0.965,145.903
1960's,Summer Sounds,Robert Goulet,0.486,0.571,-11.892,0.0347,0.837,0,0.616,0.684,121.894
1960's,El Ball de la Civada,Joan Manuel Serrat,0.57,0.622,-3.704,0.038,0.82,0,0.113,0.962,115.782
1960's,"A Love Supreme, Pt. I - Acknowledgement - Vocal Overdub 2",John Coltrane Quartet,0.502,0.405,-17.435,0.0558,0.498,1.32e-05,0.37,0.546,126.996
1960's,I'd Rather Be Here In Your Arms,The Duprees,0.485,0.366,-10.081,0.0257,0.733,0,0.376,0.668,95.533
1960's,Mending Wall,Lesley Frost,0.707,0.141,-20.942,0.941,0.874,0,0.12,0.37,130.509
1960's,"Our Man Flint: It's Gotta Be A World's Record - From ""Our Man Flint""",Jerry Goldsmith,0.584,0.283,-18.888,0.0454,0.844,0.895,0.213,0.359,130.648
1960's,La fin de l'été - Remasterisé en 2016,Françoise Hardy,0.402,0.364,-10.001,0.0282,0.56,0,0.119,0.41,103.458
1960's,The Matador,Johnny Cash,0.291,0.548,-11.032,0.0418,0.525,0.00917,0.237,0.596,154.984
1960's,All These Blues,The Paul Butterfield Blues Band,0.663,0.587,-9.432,0.0389,0.609,0,0.391,0.822,124.687
1960's,"Elisa - BOF ""L'horizon""",Serge Gainsbourg,0.45,0.584,-12.098,0.0345,0.061,0,0.175,0.883,167.73
1960's,"Siu. Siu, Siu",Marinês E Sua Gente,0.694,0.783,-6.326,0.0352,0.678,0,0.349,0.975,133.149
1960's,"Green, Green Grass Of Home",Tom Jones,0.543,0.41,-13.253,0.0268,0.157,0,0.0996,0.817,95.363
1960's,Destination: Anywhere,The Marvelettes,0.711,0.563,-8.166,0.0346,0.0915,1.44e-05,0.391,0.892,116.722
1960's,Hog Calling Blues,Charles Mingus,0.251,0.496,-10.793,0.0416,0.116,0.00569,0.0872,0.564,86.627
1960's,Domingo em Copacabana,Elis Regina,0.764,0.51,-10.33,0.0681,0.687,0.0717,0.0991,0.844,94.639
1960's,West Of The Wall,Toni Fisher,0.636,0.445,-8.202,0.029,0.766,5.28e-06,0.0727,0.683,105.947
1960's,Everybody's Gotta Pay Some Dues,The Miracles,0.567,0.585,-5.665,0.0326,0.411,0,0.129,0.72,131.72
1960's,Hi-Heel Sneakers,Tommy Tucker,0.612,0.5,-7.314,0.0527,0.537,0.000719,0.0779,0.812,82.353
1960's,I Need You,The Impressions,0.406,0.581,-6.906,0.0532,0.748,0,0.83,0.765,167.207
1960's,Lost In Space,Jerry Goldsmith,0.35,0.424,-15.523,0.0348,0.296,0.000669,0.18,0.539,103.159
1960's,Do The Choo Choo,Archie Bell & The Drells,0.49,0.743,-7.164,0.148,0.576,0.00158,0.699,0.713,125.676
1960's,Run Samson Run,Neil Sedaka,0.392,0.579,-8.869,0.05,0.612,0,0.283,0.962,169.684
1960's,My Game Of Loving,White Noise,0.415,0.631,-12.364,0.27,0.918,0.0883,0.493,0.437,115.583
1960's,Gee Whiz (Look At His Eyes),Carla Thomas,0.228,0.358,-7.161,0.0306,0.582,2.84e-06,0.129,0.324,179.652
1960's,What Am I Living For,Conway Twitty,0.487,0.385,-10.952,0.0306,0.614,4.32e-06,0.517,0.609,111.381
1960's,MacArthur Park,Richard Harris,0.246,0.343,-15.643,0.0303,0.796,0.483,0.143,0.374,170.276
1960's,Ambush,Jerry Goldsmith,0.5,0.822,-10.372,0.047,0.807,0.964,0.133,0.307,103.246
1960's,Never My Love,The Association,0.435,0.428,-11.747,0.0268,0.171,0.000708,0.149,0.61,95.534
1960's,International Excitement,Peter Thomas,0.553,0.605,-13.469,0.0329,0.588,0.812,0.136,0.603,120.807
1960's,Crossfire Time,Dee Clark,0.581,0.827,-5.935,0.194,0.0619,1.02e-06,0.275,0.481,94.71
1960's,One Girl,Garnet Mimms,0.402,0.367,-11.567,0.0317,0.747,0,0.384,0.395,71.893
1960's,Little Donna,The Rivieras,0.407,0.691,-8.09,0.0348,0.0117,0.0156,0.0809,0.937,90.122
1960's,Fancy,Bobbie Gentry,0.618,0.243,-19.003,0.0848,0.502,0,0.102,0.556,104.373
1960's,I Say Love,The Royal Guardsmen,0.644,0.343,-11.428,0.0369,0.816,0,0.145,0.486,125.973
1960's,"Touch Her Soft Lips and Part (From ""Henry V"")",William Walton,0.114,0.116,-23.2,0.0402,0.761,0.154,0.18,0.0686,92.748
1960's,On A Carousel,The Hollies,0.588,0.562,-10.861,0.0294,0.133,2.05e-05,0.639,0.698,121.312
1960's,Not Fade Away,The Rolling Stones,0.75,0.826,-9.992,0.0472,0.00661,0.63,0.153,0.896,113.294
1960's,Nashville Blues,Doc Watson,0.62,0.28,-19.028,0.0354,0.81,6.97e-05,0.0983,0.84,122.109
1960's,Hortus Conclusus,Traditional,0.215,0.141,-20.166,0.0447,0.984,0.0682,0.114,0.072,91.227
1960's,Soulful Strut,Young-Holt Unlimited,0.671,0.658,-9.203,0.0336,0.601,0.234,0.055,0.961,89.698
1960's,"Dominica Quarta Adventus. Graduale: Prope Est Dominus, V Mode",Traditional,0.182,0.057,-24.951,0.0477,0.988,0.51,0.144,0.037,56.362
1960's,La Esquina Del Movimiento,La Sonora Matancera,0.814,0.536,-7.355,0.0472,0.852,1.12e-05,0.0833,0.972,96.96
1960's,Steppin' Out,Paul Revere & The Raiders,0.582,0.708,-10.258,0.0322,0.0259,0.000229,0.043,0.962,138.097
1960's,Concerto for Guitar and Small Orchestra: I. Allegro preciso,Heitor Villa-Lobos,0.397,0.327,-14.494,0.0316,0.918,0.916,0.142,0.176,118.278
1960's,Should I,The String-A-Longs,0.767,0.445,-10.895,0.0472,0.196,0.9,0.104,0.942,120.987
